"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","2-7-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女，年齢（5歳階級），国籍総数か日本人別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","","","","","/年齢 コード","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","R1","R2","R3","R4","R5","R6"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27321","豊能町","","8,676","135","217","273","345","311","213","253","297","361","523","521","546","646","903","1,193","929","598","280","92","21","3","16","625","4,016","4,019","1,923","396","4,574"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27322","能勢町","","4,361","65","96","134","158","132","139","146","158","218","264","303","355","372","483","549","326","222","106","48","6","-","81","295","2,245","1,740","708","160","2,570"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27341","忠岡町","","7,965","282","317","404","471","486","409","380","387","556","724","623","500","432","459","558","402","327","162","56","11","2","17","1,003","4,968","1,977","960","231","4,956"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27361","熊取町","","21,310","837","993","1,125","1,425","1,442","777","880","1,118","1,284","1,627","1,394","1,252","1,099","1,332","1,657","1,370","715","327","140","19","2","495","2,955","12,298","5,562","2,573","488","12,205"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27362","田尻町","","4,176","174","193","241","292","401","237","194","201","306","348","285","254","175","181","222","206","142","59","32","6","-","27","608","2,693","848","445","97","2,582"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27366","岬町","","6,816","153","209","257","330","266","202","229","292","351","489","491","518","454","565","685","589","358","213","96","11","1","57","619","3,622","2,518","1,268","321","3,857"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27381","太子町","","6,331","212","273","318","396","369","261","250","275","371","505","472","457","375","424","487","388","240","118","45","6","-","89","803","3,731","1,708","797","169","3,759"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27382","河南町","","7,621","243","310","352","432","495","251","271","306","440","564","506","496","474","537","553","492","346","196","55","16","1","285","905","4,235","2,196","1,106","268","4,340"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","27383","千早赤阪村","","2,319","44","72","99","86","83","66","67","93","122","169","143","113","163","206","295","257","135","77","25","4","-","-","215","1,105","999","498","106","1,225"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28000","兵庫県","","2,599,756","100,615","115,268","122,259","126,328","119,675","115,518","128,811","145,578","167,862","204,929","180,698","161,950","148,921","162,876","186,558","139,155","95,143","56,058","20,812","3,899","382","96,461","338,142","1,500,270","664,883","315,449","81,151","1,536,818"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28100","神戸市","","716,452","26,105","29,766","32,022","33,332","34,021","30,558","34,392","39,003","44,663","54,724","48,610","43,894","40,365","43,776","50,143","36,847","25,250","15,250","5,619","1,086","95","46,931","87,893","403,562","178,066","84,147","22,050","414,006"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28101","神戸市東灘区","","99,420","4,143","4,671","4,863","4,988","4,825","4,055","4,538","5,527","6,464","7,958","7,347","6,458","5,603","5,276","5,999","4,137","2,940","1,870","741","140","8","6,869","13,677","57,763","21,111","9,836","2,759","58,051"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28102","神戸市灘区","","63,549","2,542","2,827","2,834","3,207","4,380","2,918","3,099","3,501","4,055","4,958","4,345","3,732","3,101","3,209","3,634","2,659","1,883","1,278","583","117","8","4,679","8,203","37,296","13,371","6,528","1,986","37,298"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28105","神戸市兵庫区","","52,901","1,637","1,625","1,736","1,826","2,587","3,138","3,062","3,017","3,165","3,831","3,519","3,108","2,691","2,979","3,361","2,543","1,831","1,117","393","97","7","5,631","4,998","29,944","12,328","5,988","1,614","31,097"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28106","神戸市長田区","","44,662","1,265","1,405","1,614","1,673","2,030","2,184","2,067","2,151","2,487","3,264","2,980","2,819","2,512","3,011","3,551","2,625","1,875","1,174","389","83","6","3,497","4,284","24,167","12,714","6,152","1,652","25,505"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28107","神戸市須磨区","","73,064","2,734","2,920","3,037","3,268","2,989","2,660","3,227","3,748","4,369","5,346","4,902","4,599","4,362","4,727","6,025","4,619","3,252","1,841","647","119","8","3,665","8,691","39,470","21,238","10,486","2,615","40,929"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28108","神戸市垂水区","","100,260","4,145","5,010","4,964","4,759","4,063","3,729","4,690","5,675","6,362","7,600","6,525","5,815","5,476","6,114","7,130","5,627","4,024","2,512","896","161","19","4,964","14,119","54,694","26,483","13,239","3,588","56,049"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28109","神戸市北区","","99,465","3,332","4,221","5,124","5,106","4,107","3,535","3,998","4,926","6,056","7,962","6,940","6,266","6,076","6,756","7,932","6,311","4,360","2,296","841","143","12","3,165","12,677","54,972","28,651","13,963","3,292","56,622"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28110","神戸市中央区","","68,236","2,400","2,104","1,903","2,154","3,642","4,061","4,463","4,403","4,500","4,927","4,386","3,869","3,238","3,220","3,683","2,525","1,665","1,115","407","81","13","9,477","6,407","39,643","12,709","5,806","1,616","40,709"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28111","神戸市西区","","114,895","3,907","4,983","5,947","6,351","5,398","4,278","5,248","6,055","7,205","8,878","7,666","7,228","7,306","8,484","8,828","5,801","3,420","2,047","722","145","14","4,984","14,837","65,613","29,461","12,149","2,928","67,746"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28201","姫路市","","256,616","10,560","12,080","12,850","13,085","13,081","13,301","13,760","15,156","17,368","21,296","17,935","15,970","14,281","15,237","17,368","12,937","8,622","4,778","1,625","325","27","4,974","35,490","155,233","60,919","28,314","6,755","157,385"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","2820B","（旧：姫路市）","","235,612","9,943","11,190","11,869","12,021","12,292","12,527","12,925","14,110","16,106","19,693","16,638","14,624","12,877","13,411","15,303","11,507","7,681","4,302","1,431","280","23","4,859","33,002","143,813","53,938","25,224","6,036","145,203"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28421","（旧：家島町）","","2,013","35","60","66","81","83","74","51","83","115","148","144","163","140","183","223","161","114","50","18","2","-","19","161","1,082","751","345","70","1,184"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28422","（旧：夢前町）","","8,148","177","340","359","456","294","281","298","375","469","579","489","558","626","759","828","551","355","205","95","24","2","28","876","4,425","2,819","1,232","326","4,728"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28444","（旧：香寺町）","","8,614","329","395","453","429","325","340","395","464","556","693","520","477","475","662","810","611","384","171","57","9","2","57","1,177","4,674","2,706","1,234","239","4,907"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28522","（旧：安富町）","","2,229","76","95","103","98","87","79","91","124","122","183","144","148","163","222","204","107","88","50","24","10","-","11","274","1,239","705","279","84","1,363"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28202","尼崎市","","222,293","8,393","8,101","8,196","8,650","9,522","10,995","11,243","11,944","13,614","16,655","15,041","12,677","10,840","11,948","14,308","11,469","7,838","4,090","1,341","220","26","25,182","24,690","121,181","51,240","24,984","5,677","124,479"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28203","明石市","","146,746","7,131","7,139","6,771","6,824","6,667","7,542","8,848","9,333","10,038","11,673","10,495","8,993","7,872","8,371","9,890","7,465","4,874","2,730","913","151","12","3,014","21,041","88,285","34,406","16,145","3,806","89,832"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28204","西宮市","","226,105","9,786","11,275","12,064","12,984","11,594","9,954","11,467","13,292","15,492","19,475","17,916","14,864","11,905","11,849","14,116","10,117","6,992","4,133","1,475","262","24","5,069","33,125","138,943","48,968","23,003","5,894","137,808"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28205","洲本市","","19,635","656","758","860","846","638","752","793","954","1,235","1,445","1,262","1,306","1,313","1,635","1,895","1,211","870","632","266","62","9","237","2,274","10,544","6,580","3,050","969","11,333"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","2820C","（旧：洲本市）","","15,520","543","600","684","631","497","641","662","785","962","1,172","1,012","1,016","989","1,247","1,502","973","659","466","195","47","7","230","1,827","8,367","5,096","2,347","715","8,983"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28685","（旧：五色町）","","4,115","113","158","176","215","141","111","131","169","273","273","250","290","324","388","393","238","211","166","71","15","2","7","447","2,177","1,484","703","254","2,350"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28206","芦屋市","","42,008","1,597","1,988","2,231","2,329","1,708","1,327","1,512","2,134","2,611","3,479","3,409","2,940","2,636","2,636","3,170","2,316","1,606","1,068","450","82","11","768","5,816","24,085","11,339","5,533","1,611","24,392"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28207","伊丹市","","95,630","4,355","4,660","4,815","4,791","5,038","4,980","5,426","5,963","7,064","8,329","7,225","6,129","4,760","5,054","6,114","4,835","3,437","1,850","662","131","8","4","13,830","59,705","22,091","10,923","2,651","59,968"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28208","相生市","","13,592","490","558","612","533","536","566","707","748","851","997","843","799","776","980","1,286","970","652","381","133","35","3","136","1,660","7,356","4,440","2,174","552","7,803"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28209","豊岡市","","37,303","1,377","1,667","1,802","1,650","1,160","1,443","1,798","2,056","2,337","2,839","2,450","2,402","2,637","2,813","3,045","2,162","1,587","1,133","533","97","15","300","4,846","20,772","11,385","5,527","1,778","21,935"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","2820D","（旧：豊岡市）","","20,310","828","946","1,006","935","670","914","1,063","1,171","1,324","1,611","1,389","1,300","1,340","1,320","1,470","1,140","789","538","246","35","8","267","2,780","11,717","5,546","2,756","827","12,102"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28541","（旧：城崎町）","","1,432","37","58","54","58","64","47","58","75","69","87","79","101","104","117","141","103","67","73","31","4","-","5","149","742","536","278","108","801"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28542","（旧：竹野町）","","1,955","57","73","60","79","64","63","82","73","88","146","123","143","155","217","172","140","105","71","30","12","-","2","190","1,016","747","358","113","1,154"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28544","（旧：日高町）","","7,420","280","336","410","343","175","239","349","409","482","554","481","459","544","608","638","400","331","219","121","25","5","12","1,026","4,035","2,347","1,101","370","4,300"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28561","（旧：出石町）","","4,398","125","192","206","175","151","143","171","243","296","339","291","273","335","363","421","253","190","136","69","11","1","14","523","2,417","1,444","660","217","2,605"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28562","（旧：但東町）","","1,788","50","62","66","60","36","37","75","85","78","102","87","126","159","188","203","126","105","96","36","10","1","-","178","845","765","374","143","973"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28210","加古川市","","127,473","4,880","5,806","6,162","6,619","6,393","6,559","6,970","7,517","8,746","10,564","8,797","7,557","6,899","8,204","9,091","7,263","4,530","2,205","763","132","10","1,806","16,848","76,621","32,198","14,903","3,110","78,206"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28212","赤穂市","","22,095","736","939","1,052","1,133","981","946","1,091","1,185","1,354","1,599","1,504","1,370","1,384","1,617","1,845","1,292","959","566","194","23","5","320","2,727","12,547","6,501","3,039","788","13,031"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28213","西脇市","","18,540","664","812","916","830","734","784","902","975","1,147","1,384","1,255","1,257","1,144","1,264","1,476","1,088","877","547","218","34","3","229","2,392","10,412","5,507","2,767","802","10,846"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","2821B","（旧：西脇市）","","15,520","585","703","777","699","621","666","781","828","972","1,168","1,058","1,052","939","1,024","1,169","889","735","448","168","24","3","211","2,065","8,784","4,460","2,267","643","9,109"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28364","（旧：黒田庄町）","","3,020","79","109","139","131","113","118","121","147","175","216","197","205","205","240","307","199","142","99","50","10","-","18","327","1,628","1,047","500","159","1,737"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28214","宝塚市","","103,655","4,298","5,122","5,383","5,472","4,448","3,629","4,390","5,459","6,859","8,968","8,165","6,872","6,011","6,061","7,371","5,790","4,103","2,420","858","180","18","1,778","14,803","60,273","26,801","13,369","3,476","60,862"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28215","三木市","","36,259","1,193","1,455","1,550","1,712","1,573","1,452","1,662","1,910","2,266","2,756","2,328","2,153","2,238","2,727","3,198","2,669","1,781","955","343","77","9","252","4,198","20,050","11,759","5,834","1,384","21,065"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","2821C","（旧：三木市）","","32,994","1,120","1,364","1,450","1,585","1,435","1,324","1,538","1,789","2,099","2,560","2,093","1,831","1,952","2,423","2,881","2,465","1,646","845","290","60","7","237","3,934","18,206","10,617","5,313","1,202","19,044"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28321","（旧：吉川町）","","3,265","73","91","100","127","138","128","124","121","167","196","235","322","286","304","317","204","135","110","53","17","2","15","264","1,844","1,142","521","182","2,021"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28216","高砂市","","42,379","1,642","1,893","2,056","2,224","2,131","2,198","2,315","2,408","2,828","3,472","2,805","2,498","2,297","2,898","3,390","2,482","1,499","753","245","25","5","315","5,591","25,176","11,297","5,009","1,028","25,850"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28217","川西市","","71,289","2,663","3,276","3,524","3,712","3,303","2,427","2,989","3,758","4,413","6,089","5,469","4,537","3,710","4,287","5,379","4,925","3,887","2,078","680","117","11","55","9,463","40,407","21,364","11,698","2,886","40,982"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28218","小野市","","23,232","950","1,130","1,253","1,248","1,078","1,067","1,213","1,318","1,533","1,858","1,553","1,402","1,371","1,565","1,693","1,243","837","535","195","35","4","151","3,333","13,641","6,107","2,849","769","13,958"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28219","三田市","","52,322","2,018","2,581","2,608","2,799","2,799","2,269","2,602","2,945","3,173","3,404","3,354","3,963","4,200","4,298","3,917","2,361","1,421","901","358","58","7","286","7,207","31,508","13,321","5,106","1,324","33,007"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28220","加西市","","21,077","687","795","853","1,075","974","1,017","1,005","1,148","1,231","1,536","1,358","1,378","1,480","1,639","1,845","1,251","814","532","239","45","6","169","2,335","12,202","6,371","2,887","822","12,766"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28221","丹波篠山市","","18,811","642","801","845","772","609","683","837","995","1,098","1,293","1,125","1,190","1,399","1,607","1,681","1,058","790","589","289","51","3","454","2,288","10,001","6,068","2,780","932","10,836"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","2822B","（旧：篠山市）","","18,811","642","801","845","772","609","683","837","995","1,098","1,293","1,125","1,190","1,399","1,607","1,681","1,058","790","589","289","51","3","454","2,288","10,001","6,068","2,780","932","10,836"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28222","養父市","","10,623","350","447","488","438","257","351","432","534","607","694","632","675","860","931","969","765","506","427","180","41","4","35","1,285","5,480","3,823","1,923","652","5,973"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28601","（旧：八鹿町）","","4,467","172","196","199","205","120","165","185","239","270","289","267","271","345","376","389","294","209","164","75","12","1","24","567","2,356","1,520","755","252","2,527"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28602","（旧：養父町）","","3,200","111","143","158","124","78","106","133","154","197","230","200","214","248","244","290","228","135","135","49","14","2","7","412","1,684","1,097","563","200","1,804"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28603","（旧：大屋町）","","1,472","35","54","63","46","34","44","59","65","68","96","85","85","126","153","149","111","86","74","26","11","1","1","152","708","611","309","112","815"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28604","（旧：関宮町）","","1,484","32","54","68","63","25","36","55","76","72","79","80","105","141","158","141","132","76","54","30","4","-","3","154","732","595","296","88","827"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28223","丹波市","","29,464","1,076","1,322","1,377","1,348","1,052","1,274","1,445","1,597","1,866","1,987","1,738","1,789","2,069","2,351","2,544","1,763","1,301","892","410","75","13","175","3,775","16,165","9,349","4,454","1,390","17,168"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28641","（旧：柏原町）","","4,676","218","210","242","244","190","255","283","291","318","363","293","319","268","297","310","212","140","107","44","9","-","63","670","2,824","1,119","512","160","2,877"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28642","（旧：氷上町）","","8,366","345","416","421","401","290","391","446","461","559","593","484","500","533","595","656","496","335","237","122","18","6","61","1,182","4,658","2,465","1,214","383","4,852"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28643","（旧：青垣町）","","2,595","75","111","122","102","65","100","104","131","156","156","140","138","203","263","287","170","136","83","38","7","2","6","308","1,295","986","436","130","1,456"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28644","（旧：春日町）","","5,003","183","224","220","209","177","203","219","300","327","313","278","281","366","441","445","297","253","156","78","18","2","13","627","2,673","1,690","804","254","2,905"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28645","（旧：山南町）","","4,947","131","190","199","209","194","164","217","239","276","313","311","318","408","432","484","323","253","178","77","9","3","19","520","2,649","1,759","843","267","2,872"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28646","（旧：市島町）","","3,877","124","171","173","183","136","161","176","175","230","249","232","233","291","323","362","265","184","131","51","14","-","13","468","2,066","1,330","645","196","2,206"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28224","南あわじ市","","21,114","777","889","969","882","615","711","864","1,129","1,274","1,528","1,300","1,346","1,503","1,743","1,958","1,255","920","727","334","59","4","327","2,635","11,152","7,000","3,299","1,124","12,013"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28701","（旧：緑町）","","2,576","109","121","148","131","85","99","127","144","169","214","164","143","141","184","206","139","92","79","33","2","1","45","378","1,417","736","346","115","1,470"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28702","（旧：西淡町）","","4,330","142","175","173","173","123","96","137","215","250","308","295","283","309","411","446","300","209","145","64","10","-","66","490","2,189","1,585","728","219","2,427"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28703","（旧：三原町）","","7,081","299","331","355","303","189","272","321","427","452","517","419","431","496","522","589","368","288","234","115","25","1","127","985","3,827","2,142","1,031","375","4,046"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28704","（旧：南淡町）","","7,127","227","262","293","275","218","244","279","343","403","489","422","489","557","626","717","448","331","269","122","22","2","89","782","3,719","2,537","1,194","415","4,070"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28225","朝来市","","13,893","515","585","638","650","393","482","605","722","838","965","901","892","1,009","1,154","1,166","780","596","436","243","51","5","267","1,738","7,457","4,431","2,111","735","7,961"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28621","（旧：生野町）","","1,670","47","52","69","122","61","51","54","66","87","91","112","105","119","158","163","108","75","62","40","9","1","18","168","868","616","295","112","904"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28622","（旧：和田山町）","","7,158","310","313","331","296","207","293","337","432","465","531","463","435","521","552","554","359","266","175","85","21","2","210","954","3,980","2,014","908","283","4,236"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28623","（旧：山東町）","","2,476","82","121","128","118","71","75","123","120","144","176","174","167","177","190","202","136","117","84","49","8","1","13","331","1,345","787","395","142","1,417"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28624","（旧：朝来町）","","2,589","76","99","110","114","54","63","91","104","142","167","152","185","192","254","247","177","138","115","69","13","1","26","285","1,264","1,014","513","198","1,404"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28226","淡路市","","19,872","589","806","847","886","700","690","872","954","1,164","1,353","1,192","1,178","1,391","1,746","1,916","1,267","1,019","712","353","79","11","147","2,242","10,380","7,103","3,441","1,155","11,240"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28681","（旧：津名町）","","6,764","237","317","324","304","263","260","313","362","448","477","421","415","448","552","570","375","298","189","97","23","5","66","878","3,711","2,109","987","314","3,959"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28682","（旧：淡路町）","","2,377","52","73","82","108","88","88","96","120","131","162","159","167","133","214","255","180","129","69","28","13","-","30","207","1,252","888","419","110","1,358"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28683","（旧：北淡町）","","3,374","63","89","112","130","102","96","126","130","160","203","221","192","302","318","393","264","224","157","71","14","-","7","264","1,662","1,441","730","242","1,850"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28684","（旧：一宮町）","","3,312","79","132","126","174","106","98","147","122","177","218","165","190","267","346","331","216","188","141","72","10","3","4","337","1,664","1,307","630","226","1,836"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28686","（旧：東浦町）","","4,045","158","195","203","170","141","148","190","220","248","293","226","214","241","316","367","232","180","156","85","19","3","40","556","2,091","1,358","675","263","2,237"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28227","宍粟市","","16,635","529","736","819","740","463","609","732","907","1,023","1,229","980","1,091","1,286","1,512","1,503","958","698","532","222","33","2","31","2,084","9,060","5,460","2,445","789","9,832"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28521","（旧：山崎町）","","10,447","381","510","534","501","310","407","503","623","706","843","622","619","697","884","910","570","393","273","111","17","2","31","1,425","5,831","3,160","1,366","403","6,214"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28523","（旧：一宮町）","","3,504","84","152","173","148","84","119","150","176","205","218","196","262","328","338","335","206","152","120","51","7","-","-","409","1,886","1,209","536","178","2,076"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28524","（旧：波賀町）","","1,520","37","44","80","49","37","44","39","59","65","96","97","121","130","144","146","103","101","81","39","8","-","-","161","737","622","332","128","832"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28525","（旧：千種町）","","1,164","27","30","32","42","32","39","40","49","47","72","65","89","131","146","112","79","52","58","21","1","-","-","89","606","469","211","80","710"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28228","加東市","","19,956","821","837","911","994","957","1,210","1,150","1,231","1,303","1,550","1,286","1,267","1,176","1,260","1,309","913","645","433","188","35","2","478","2,569","12,124","4,785","2,216","658","12,390"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28341","（旧：社町）","","10,002","377","424","447","559","496","641","566","600","603","784","620","603","622","641","688","470","325","209","79","12","1","235","1,248","6,094","2,425","1,096","301","6,176"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28342","（旧：滝野町）","","6,236","274","257","304","291","301","383","378","397","444","494","448","435","321","355","364","257","194","119","55","16","1","148","835","3,892","1,361","642","191","3,956"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28343","（旧：東条町）","","3,718","170","156","160","144","160","186","206","234","256","272","218","229","233","264","257","186","126","105","54","7","-","95","486","2,138","999","478","166","2,258"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28229","たつの市","","35,918","1,280","1,663","1,726","1,757","1,592","1,368","1,680","2,043","2,341","2,758","2,223","2,201","2,193","2,578","2,907","2,157","1,279","703","269","42","2","1,156","4,669","20,156","9,937","4,452","1,016","20,977"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28211","（旧：龍野市）","","18,972","798","964","978","899","820","790","985","1,156","1,294","1,524","1,198","1,112","1,067","1,181","1,405","953","627","345","127","22","2","725","2,740","10,845","4,662","2,076","496","11,127"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28461","（旧：新宮町）","","6,565","165","246","282","395","386","239","257","325","389","488","398","431","452","558","591","450","215","134","58","14","-","92","693","3,760","2,020","871","206","3,923"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28462","（旧：揖保川町）","","5,644","170","255","256","257","189","182","243","336","401","426","331","355","384","448","487","358","204","102","44","2","-","214","681","3,104","1,645","710","148","3,295"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28463","（旧：御津町）","","4,737","147","198","210","206","197","157","195","226","257","320","296","303","290","391","424","396","233","122","40","4","-","125","555","2,447","1,610","795","166","2,632"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28301","猪名川町","","13,975","425","657","872","902","552","344","459","627","882","1,123","1,028","907","945","1,188","1,178","915","529","301","114","18","4","5","1,954","7,769","4,247","1,881","437","8,055"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28365","多可町","","9,311","240","354","410","452","359","325","377","419","501","643","616","632","677","740","832","652","462","338","143","32","5","102","1,004","5,001","3,204","1,632","518","5,289"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28361","（旧：中町）","","4,381","123","161","186","196","156","139","184","202","230","340","313","316","314","344","347","306","214","155","66","15","1","73","470","2,390","1,448","757","237","2,538"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28362","（旧：加美町）","","2,688","64","106","115","142","101","107","103","126","150","164","165","161","195","219","278","187","128","98","45","10","2","22","285","1,414","967","470","155","1,491"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28363","（旧：八千代町）","","2,242","53","87","109","114","102","79","90","91","121","139","138","155","168","177","207","159","120","85","32","7","2","7","249","1,197","789","405","126","1,260"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28381","稲美町","","14,775","527","737","738","720","641","568","666","878","957","1,208","947","856","904","1,021","1,317","1,004","594","295","95","21","2","79","2,002","8,345","4,349","2,011","413","8,646"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28382","播磨町","","16,332","684","883","868","801","798","798","914","1,028","1,172","1,345","1,094","862","842","957","1,147","967","605","261","101","22","2","181","2,435","9,654","4,062","1,958","386","9,810"
"2020_01","人口【人】","2020000000","2020年","1","男","0","国籍総数","28442","市川町","","5,482","126","211","235","248","205","206","237","271","308","367","319","369","445","511","529","376","268","150","71","14","-","16","572","2,975","1,919","879","235","3,238"
